SRC	Qty	Score	Excess	STR
55653K200	6	0.472386753	1.4867	159
10337KB00	2	0.47182817	0.1604	4
19436KA00	13	0.471739354	0.0284	2
41736K100	3	0.471706349	0.0157	96
19436KB00	34	0.471146499	0.0028	6
44602K000	5	0.471098794	0.0037	113
90882K000	4	0.470995464	0.0	35
10557KC00	23	0.470823337	0.5049	15
90376K000	5	0.46997549	0.0727	12
08528KA00	6	0.469512905	0.0	20
40510KE00	9	0.469410238	0.607	4
55423K000	2	0.469325775	0.0084	269
10557KC00	22	0.468961699	0.5085	15
09537KB10	28	0.467628203	2.0E-4	11
10557KC00	21	0.467093368	0.51	15
01225K300	4	0.466877322	0.0	600
10557KB00	22	0.466793875	0.2544	2
05402K000	1	0.466418182	0.01	126
87312K900	5	0.465957337	0.014	4291
55643K200	2	0.46578105	0.1849	161
27773K000	9	0.465453831	7.5093	2
10557KC00	20	0.465220755	0.5041	15
10557KA00	8	0.464286691	0.1389	29
09547KA10	10	0.463814889	0.0014	8
10557KC00	19	0.463380965	0.5057	15
55653K110	7	0.462215411	0.1666	157
77202K900	9	0.462145034	0.0022	4345
10557KC00	18	0.461501795	0.5053	15
05473K000	1	0.461255411	0.5238	182
01302K000	5	0.46059573	0.001	176
10557KC00	17	0.459670365	0.5009	15
10557KB00	21	0.459639555	0.24	2
09537KB10	27	0.459639115	2.0E-4	11
19436KB00	33	0.459415168	0.0018	6
45503KB00	4	0.458571978	0.5685	8
10557KC00	16	0.457793277	0.5045	15
55653K200	5	0.45772554	1.3571	159
05623K000	3	0.457269504	7.5098	33
19436KC00	17	0.457195175	0.0174	3
10557KC00	15	0.455918646	0.5074	15
87010K400	4	0.4548934	2.0E-4	641
01623K000	2	0.454679339	0.1003	65
10557KC00	14	0.454050532	0.5025	15
11693K000	1	0.453458995	0.0	183
10557KB00	20	0.452475898	0.2286	2
09537KB10	26	0.452401899	2.0E-4	11
10557KC00	13	0.452180447	0.4969	15
40840K000	5	0.452105263	7.6146	107
44635K000	10	0.451937642	0.0025	534
10447K000	5	0.451902684	0.0569	101
45413K000	1	0.451653009	0.3447	20
55663K100	1	0.451549601	0.2775	286
08528KA00	5	0.451504821	0.0	20
19436KA00	12	0.451354958	0.0181	2
05330K310	6	0.450961145	0.0192	150
06475K100	1	0.450540458	0.0085	357
10557KC00	12	0.450362216	0.5043	15
08429K000	1	0.449490414	0.0105	13
63365K000	2	0.448873259	0.037	680
10557KC00	11	0.448442704	0.5064	15
19436KB00	32	0.446876189	0.0013	6
27473K000	3	0.446785613	7.5103	2
10557KC00	10	0.446603014	0.5031	15
03313K000	2	0.445726952	0.0109	97
10557KB00	19	0.445256968	0.227	2
09537KB10	25	0.444945876	1.0E-4	11
10557KC00	9	0.444725093	0.5055	15
05350K400	3	0.444667504	0.0473	144
30815K300	2	0.444396552	0.0	184
43547KA00	8	0.444105831	0.1743	7
55653K200	4	0.442912507	1.2671	159
10557KC00	8	0.442875069	0.5062	15
10557KA00	7	0.442839999	0.1245	29
03433K000	4	0.442384168	7.5082	100
40510KE00	8	0.441983959	0.5312	4
45503KB00	3	0.44113228	0.5392	8
43027KB00	3	0.441091065	7.509	15
43027KC00	3	0.441091065	7.509	15
10557KC00	7	0.441017002	0.5085	15
08528KA00	4	0.440223581	0.0	20
55653K110	6	0.439260748	0.0997	157
10557KC00	6	0.439135504	0.5096	15
19436KC00	16	0.439042737	0.0114	3
27773K000	8	0.438658492	7.5091	2
44693K000	5	0.438631897	0.0	91
10557KB00	18	0.438028634	0.2139	2
30705K200	3	0.4375	0.0	279
30715R200	2	0.4375	0.0	214
40820K000	2	0.4375	0.0	22
09537KB10	24	0.437395526	0.0	11
10557KC00	5	0.437277386	0.5076	15
06333K000	4	0.436379775	0.0044	196
01225K300	3	0.435624249	0.0	600
10557KC00	4	0.435390892	0.5013	15
41737K100	10	0.434743675	0.0	30
19436KB00	31	0.434567023	0.0016	6
10557KC00	3	0.433534611	0.4998	15
19436KA00	11	0.433288237	0.0065	2
09547KA10	9	0.433259932	2.0E-4	8
01707K000	7	0.433113413	0.0	128
77202K900	8	0.432933441	8.0E-4	4345
10557KC00	2	0.431689366	0.5049	15
09436K100	4	0.431233339	0.0221	44
10557KB00	17	0.430996621	0.2084	2
01285K300	7	0.430475282	0.0	495
10557KC00	1	0.42981073	0.5105	15
55653K200	3	0.429293099	1.2124	159
10527KF00	4	0.428976403	0.1804	16
63312K000	2	0.428148461	0.0102	262
09537KB10	23	0.427472233	0.0	11
05663K000	4	0.426433271	7.5091	31
31815K000	5	0.42622458	0.0	508
45503KB00	2	0.426178732	0.4907	8
01655X000	1	0.426025337	0.1025	432
09632K100	2	0.425942623	7.5082	65
27583KB00	7	0.425743694	7.5093	3
05631KA00	5	0.424660516	0.0471	25
44315K000	4	0.423961182	0.0064	543
10557KB00	16	0.423702206	0.2012	2
41740K000	6	0.423451756	0.0242	75
44655K000	6	0.423379514	0.0041	522
19436KB00	30	0.422345312	8.0E-4	6
08528KA00	3	0.422106164	0.0	20
10557KA00	6	0.422087102	0.1256	29
06492K000	3	0.421428571	0.0	113
09537KB10	22	0.420738247	0.0	11
31715K000	3	0.420535714	0.0113	214
06465K100	3	0.419145536	0.0	319
05330K310	5	0.418455762	0.0132	150
19436KC00	15	0.417596554	0.0064	3
03323K000	3	0.416730442	0.0	71
10557KB00	15	0.416615797	0.1933	2
43027KA00	3	0.415610455	7.5082	3
12223K000	4	0.415037837	0.0	12
40510KE00	7	0.414557679	0.4359	4
01285K200	4	0.414253365	0.0	399
43547KA00	7	0.413040988	0.132	7
77202K900	7	0.412800661	2.0E-4	4345
55889KC00	4	0.412084196	0.0023	2
27773K000	7	0.411839198	7.5089	2
19436KB00	29	0.41134897	8.0E-4	6
55653K200	2	0.411177303	1.0939	159
09537KB10	21	0.411162383	0.0	11
09547KA10	8	0.41112642	2.0E-4	8
45503KB00	1	0.411003197	0.4651	8
03313K000	1	0.410999611	0.0067	97
44635K000	9	0.410476757	0.0012	534
10557KB00	14	0.409282696	0.1905	2
63365K100	2	0.408814597	0.0047	677
34215K000	3	0.408237708	7.0E-4	193
01302K000	4	0.407428548	3.0E-4	176
05350K400	2	0.40720746	0.0316	144
08528KA00	2	0.406241846	0.0	20
19436KA00	10	0.406201727	0.0011	2
10926K000	3	0.405975565	7.509	63
90376K000	4	0.405710122	0.0429	12
55653K110	5	0.404950265	0.0448	157
63702K000	1	0.40375	0.0263	354
09537KB10	20	0.403551195	0.0	11
10557KB00	13	0.402133752	0.1867	2
40840K000	4	0.401578947	7.6146	107
10557KA00	5	0.400459561	0.1228	29
40793K000	3	0.4	0.0	73
19436KB00	28	0.39939496	6.0E-4	6
19436KC00	14	0.398194017	0.0036	3
27583KB00	6	0.396612433	7.509	3
09537KB10	19	0.395415358	0.0	11
55643K200	1	0.395390525	0.0865	161
02813K000	1	0.395219696	0.2092	41
10557KB00	12	0.394883802	0.181	2
72007K000	5	0.394594847	0.0	83
05611KA00	4	0.393027161	0.0	27
87312K900	4	0.392597555	5.0E-4	4291
44602K000	4	0.390821885	0.0015	113
43057KC00	2	0.390555556	7.5101	15
09537KB10	18	0.390008844	0.0	11
01225K300	2	0.389984577	0.0	600
08528KA00	1	0.389496382	0.0	20
06455K100	2	0.388839286	7.5094	357
10557KB00	11	0.387879007	0.1797	2
09547KA10	7	0.387837033	3.0E-4	8
19436KB00	27	0.387673696	6.0E-4	6
01808G200	2	0.3875	0.0	186
40510KE00	6	0.387131399	0.3542	4
10598KA00	1	0.386122282	0.1014	28
41737K100	9	0.386094382	0.0	30
43547KA00	6	0.385505688	0.0862	7
10567KA00	3	0.385457014	0.2991	18
05350K400	1	0.385289981	0.0314	144
27773K000	6	0.385011585	7.5087	2
10447K000	4	0.384715471	0.0103	101
77202K900	6	0.384546842	3.0E-4	4345
05330K310	4	0.383928389	0.0106	150
08430K000	1	0.383718721	0.0	21
63472K000	2	0.38255102	0.0	9
33725K200	3	0.380548942	0.0128	311
10557KB00	10	0.380515061	0.1837	2
09537KB10	17	0.380487965	0.0	11
19436KA00	9	0.380405032	0.0	2
55653K200	1	0.379377731	1.0335	159
10557KA00	4	0.378965848	0.1162	29
03433K000	3	0.378256112	7.5082	100
08987K000	2	0.378235294	7.6146	63
19436KC00	13	0.376400658	0.0025	3
19436KB00	26	0.375555846	4.0E-4	6
10237KC00	2	0.375	0.0	2
43433K000	7	0.374387701	0.0221	147
10557KB00	9	0.37344795	0.1811	2
09537KB10	16	0.373031352	0.0	11
87010K400	3	0.372795319	0.0	641
55849KC00	3	0.372123016	0.0185	11
55883K000	4	0.371695234	0.0	31
01285K300	6	0.37077006	0.0	495
01707K000	6	0.369590606	0.0	128
63312K000	1	0.369320298	0.0051	262
10527KF00	3	0.369317602	0.0861	16
44635K000	8	0.369106576	0.0	534
01285K200	3	0.367990079	0.0	399
05663K000	3	0.36762218	7.5088	31
31815K000	4	0.367541802	0.0	508
27583KB00	5	0.367377448	7.5087	3
09537KB10	15	0.367346897	0.0	11
10557KB00	8	0.366145553	0.1823	2
07815K100	2	0.364199735	0.0	816
19436KB00	25	0.363524783	3.0E-4	6
03817K000	2	0.362489411	7.0E-4	18
19436KA00	8	0.36148776	0.0	2
40510KE00	5	0.359705119	0.2654	4
09547KA10	6	0.359225347	0.0	8
10557KB00	7	0.358886456	0.1831	2
09537KB10	14	0.358831277	0.0	11
30702K000	3	0.358214498	0.0	93
27773K000	5	0.358114563	7.5084	2
10557KA00	3	0.357392909	0.1063	29
05631KA00	4	0.35593917	0.0078	25
06465K100	2	0.355854048	0.0	319
77202K900	5	0.355205138	2.0E-4	4345
47112K900	2	0.35432029	0.0	4561
06600K000	1	0.354166667	0.0	53
05623K000	2	0.353634752	7.509	33
55559KA00	3	0.353010717	0.0213	21
06333K000	3	0.352051044	0.0024	196
10557KB00	6	0.351640018	0.1816	2
19436KC00	12	0.351418142	9.0E-4	3
08979K000	3	0.351126126	7.5082	33
19436KB00	24	0.351088277	3.0E-4	6
40840K000	3	0.351052632	7.6146	107
09537KB10	13	0.350467325	0.0	11
27473K000	2	0.348392807	7.5092	2
55889KD00	3	0.348173418	0.0	13
09537KB10	12	0.347399273	0.0	11
01302K000	3	0.347082309	2.0E-4	176
01825G000	2	0.347070106	0.0	693
31825K000	2	0.346530111	0.0018	558
43027KB00	2	0.345932131	7.5082	15
43027KC00	2	0.345932131	7.5082	15
05330K310	3	0.345568672	0.0041	150
55889KE00	3	0.344740878	0.0	6
10557KB00	5	0.34433283	0.1782	2
31812K000	2	0.343883089	2.0E-4	188
01225K300	1	0.343846966	0.0	600
63365K000	1	0.343820517	0.0283	680
90376K000	3	0.341444754	0.015	12
09537KB10	11	0.341263446	0.0	11
55653K110	4	0.341244787	0.0117	157
43547KA00	5	0.341161984	0.051	7
44693K000	4	0.340118103	0.0	91
41740K000	5	0.339591273	0.0061	75
44655K000	5	0.339557226	6.0E-4	522
19436KB00	23	0.33877423	2.0E-4	6
41737K100	8	0.338756503	0.0	30
34215K000	2	0.338546593	0.0	193
09537KB10	10	0.338396089	0.0	11
27583KB00	4	0.338169517	7.5085	3
10557KB00	4	0.337105585	0.172	2
34205K000	2	0.3359375	0.0	259
10557KA00	2	0.335794673	0.0986	29
55889KA00	2	0.333065949	0.0	18
43027KA00	2	0.332805228	7.5082	3
09547KA10	5	0.332612266	0.0	8
55889KB00	2	0.332457483	0.0	39
40510KE00	4	0.332278839	0.1838	4
09537KB10	9	0.332199445	0.0	11
77250K100	1	0.332020308	0.0	737
27773K000	4	0.331303297	7.5082	2
43433K000	6	0.329886057	0.0115	147
10557KB00	3	0.329845696	0.1729	2
44635K000	7	0.329468254	0.0	534
19436KC00	11	0.329394401	1.0E-4	3
10926K000	2	0.328521455	7.5082	63
10433K000	1	0.326996233	0.0049	128
19436KB00	22	0.326523951	2.0E-4	6
09537KB10	8	0.32631139	0.0	11
01622K000	1	0.325	9.7606	70
10504KA00	1	0.325	9.7606	12
10504KB00	1	0.325	9.7606	21
77202K900	4	0.324323337	0.0	4345
01285K200	2	0.323465984	0.0	399
10557KB00	2	0.322628007	0.1676	2
09547KA10	4	0.321690067	0.0	8
12423K000	2	0.320454545	0.0	12
87312K900	3	0.319774117	2.0E-4	4291
09537KB10	7	0.31908652	0.0	11
55423K000	1	0.318399941	0.0026	269
09436K100	3	0.317312493	0.0101	44
19436KA00	7	0.316360429	0.0	2
10557KB00	1	0.315394658	0.1646	2
19436KB00	21	0.315167816	1.0E-4	6
09537KB10	6	0.314408828	0.0	11
03433K000	2	0.314128056	7.5082	100
10557KA00	1	0.314014719	0.0859	29
90882K000	3	0.313996976	0.0	35
10337KB00	1	0.312382926	0.0472	4
11432K000	1	0.312288578	0.0402	130
05330K310	2	0.309962808	0.0034	150
01285K300	5	0.30994239	0.0	495
10527KF00	2	0.309658801	0.0	16
44601K000	1	0.309322034	0.0	252
72007K000	4	0.309298483	0.0	83
27583KB00	3	0.308959323	7.5082	3
05663K000	2	0.30881109	7.5085	31
09537KB10	5	0.308452298	0.0	11
44315K000	3	0.307989112	0.0	543
06615K000	2	0.30789517	0.0	476
01302K000	2	0.307416766	2.0E-4	176
19436KC00	10	0.30697328	0.0	3
77202K900	3	0.306601673	0.0	4345
40510KE00	3	0.30485256	0.0909	4
27773K000	3	0.304199242	7.5082	2
31815K000	3	0.303702279	0.0	508
09537KB10	4	0.303508309	0.0	11
12223K000	3	0.30305653	0.0	12
01707K000	5	0.302321578	0.0	128
19436KB00	20	0.301571993	0.0	6
08979K000	2	0.300563063	7.5082	33
40840K000	2	0.300526316	7.6146	107
43547KA00	4	0.299800068	0.0111	7
09547KA10	3	0.299068273	0.0	8
44602K000	3	0.298613209	0.0	113
09537KB10	3	0.296886846	0.0	11
52410K000	2	0.294270833	0.0	644
72407K000	2	0.294270833	0.0	64
87010K400	2	0.294041166	1.0E-4	641
09537KB10	2	0.292179194	0.0	11
19436KB00	19	0.291420147	0.0	6
44635K000	6	0.29010582	0.0	534
41737K100	7	0.289737784	0.0	30
05330K310	1	0.288091494	0.0017	150
63365K100	1	0.287799807	0.0053	677
09537KB10	1	0.284730328	0.0	11
19436KC00	9	0.284650249	0.0	3
10447K000	3	0.284035583	0.0014	101
09547KA10	2	0.281785191	0.0	8
77202K900	2	0.281229644	0.0	4345
43433K000	5	0.280743301	0.0024	147
06333K000	2	0.279740962	0.0012	196
27583KB00	2	0.279490166	7.5082	3
19436KB00	18	0.278321727	0.0	6
40510KE00	2	0.27742628	0.0	4
90376K000	2	0.277179385	0.0	12
27773K000	2	0.277097639	7.5082	2
55889KC00	3	0.276042242	0.0	2
03492K000	1	0.273548393	0.0241	74
19436KA00	6	0.271273208	0.0	2
34215K000	1	0.269856819	0.0	193
10473K200	2	0.26869868	0.0	241
33712K200	2	0.267166939	0.0	113
19436KB00	17	0.26494384	0.0	6
05631KA00	3	0.264747586	0.0	25
19436KC00	8	0.264398474	0.0	3
01285K200	1	0.262999204	0.0	399
09547KA10	1	0.262523461	0.0	8
05611KA00	3	0.262018107	0.0	27
77202K900	1	0.259357829	1.0E-4	4345
41740K000	4	0.25905678	0.0012	75
44655K000	4	0.256513158	0.0	522
55653K110	3	0.254176214	6.0E-4	157
19436KB00	16	0.253224837	0.0	6
44635K000	5	0.251285714	0.0	534
01285K300	4	0.250433691	0.0	495
09632K100	1	0.25	7.5082	65
30705K200	2	0.25	0.0	279
40702K000	1	0.25	0.0	90
40795K000	1	0.25	0.0	212
55883K000	3	0.247796823	0.0	31
19436KC00	7	0.243670332	0.0	3
44693K000	3	0.242857143	0.0	91
41737K100	6	0.242734372	0.0	30
41736K100	2	0.240800265	0.0	96
19436KB00	15	0.240620309	0.0	6
87010K400	1	0.239268002	4.0E-4	641
01707K000	4	0.237698997	0.0	128
01302K000	1	0.236647994	1.0E-4	176
06465K100	1	0.234291545	0.0	319
01623K000	1	0.233412801	0.0427	65
01605K100	1	0.229908762	0.0012	168
87312K900	2	0.229422123	0.0	4291
19436KB00	14	0.228701998	0.0	6
33857K100	1	0.228399051	0.0	131
19436KC00	6	0.228210902	0.0	3
19436KA00	5	0.22569375	0.0	2
43547KA00	3	0.225299268	0.0	7
72007K000	3	0.224417684	0.0	83
31815K000	2	0.224285448	0.0	508
43433K000	4	0.220389702	0.0	147
19436KB00	13	0.217241836	0.0	6
31715K000	2	0.216044974	0.0	214
44602K000	2	0.21585485	0.0	113
09436K100	2	0.214903191	0.0018	44
06492K000	2	0.210714286	0.0	113
03323K000	2	0.208365221	0.0	71
19436KB00	12	0.204811276	0.0	6
30702K000	2	0.203079852	0.0	93
47112K900	1	0.202160145	0.0	4561
06333K000	1	0.20193415	4.0E-4	196
40793K000	2	0.2	0.0	73
44315K000	2	0.195542175	0.0	543
41737K100	5	0.193880997	0.0	30
19436KB00	11	0.193739423	0.0	6
33725K200	2	0.192777778	0.0	311
10567KA00	2	0.192740441	0.1487	18
63472K000	1	0.19127551	0.0	9
19436KC00	5	0.19021125	0.0	3
03817K000	1	0.18893663	0.0	18
44635K000	4	0.188464286	0.0	534
55849KC00	2	0.184874339	0.0	11
55559KA00	2	0.18470311	0.0012	21
10447K000	2	0.183135287	7.0E-4	101
19436KB00	10	0.182614365	0.0	6
31812K000	1	0.180985571	0.0	188
19436KA00	4	0.180768107	0.0	2
01707K000	3	0.174764814	0.0	128
10527KM00	2	0.174613202	0.0	10
19436KB00	9	0.173549164	0.0	6
05631KA00	2	0.173109573	0.0	25
41740K000	3	0.172056954	0.0	75
55889KD00	2	0.170467331	0.0	13
44655K000	3	0.170327555	0.0	522
55889KE00	2	0.169098283	0.0	6
55653K110	2	0.167911212	0.0	157
01285K300	3	0.166955794	0.0	495
31815K000	1	0.163519688	0.0	508
43433K000	3	0.158713282	0.0	147
90882K000	2	0.156998488	0.0	35
19436KB00	8	0.154258633	0.0	6
43547KA00	2	0.153576997	0.0	7
19436KC00	4	0.152033299	0.0	3
87312K900	1	0.151791015	1.0E-4	4291
12223K000	2	0.151528265	0.0	12
44602K000	1	0.14968374	0.0	113
41737K100	4	0.144860389	0.0	30
55889KC00	2	0.138670922	0.0	2
90376K000	1	0.138589693	0.0	12
19436KA00	3	0.135384381	0.0	2
19436KB00	7	0.135084766	0.0	6
05611KA00	2	0.131009054	0.0	27
31825K000	1	0.128988992	0.0	558
44635K000	3	0.125642857	0.0	534
55883K000	2	0.123898411	0.0	31
44693K000	2	0.121428571	0.0	91
10567KC00	3	0.119899878	0.0	35
09436K100	1	0.119641008	8.0E-4	44
19436KB00	6	0.115491434	0.0	6
19436KC00	3	0.113956373	0.0	3
72007K000	2	0.112208842	0.0	83
43433K000	2	0.097196341	0.0	147
19436KB00	5	0.096474373	0.0	6
41737K100	3	0.095413665	0.0	30
19436KA00	2	0.090304033	0.0	2
41740K000	2	0.087421827	0.0	75
01707K000	2	0.087382407	0.0	128
44655K000	2	0.084754827	0.0	522
01285K300	2	0.083477897	0.0	495
19436KB00	4	0.07704728	0.0	6
19436KC00	2	0.075963639	0.0	3
44635K000	2	0.062821429	0.0	534
30705K200	1	0.0625	0.0	279
10567KC00	2	0.060335083	0.0	35
19436KB00	3	0.057772723	0.0	6
41737K100	2	0.048465053	0.0	30
30702K000	1	0.047945205	0.0	93
19436KA00	1	0.044897358	0.0	2
19436KB00	2	0.038518306	0.0	6
19436KC00	1	0.03793954	0.0	3
19436KB00	1	0.019158082	0.0	6
